Name;Description;FLT1;FLT2;FLT3;FLT4;AEM1;AEM2;AEM3;AEM4;flight1;flight2;flight3;flight4;control1;control2;control3;control4;flightMean;aemMean;FvsAEM
NADK;NAD kinase;8,400654974;8,85357916;8,699005843;8,945505378;9,011945112;9,027497309;9,446567835;9,236858378;0,084967441;0,035633147;0,052469884;0,02562018;-0,032924865;-0,034707416;-0,082740151;-0,058703818;8,724686;9,180717;-0,456031
NAT8L;N-acetyltransferase 8-like;5,398228158;5,825552461;5,661330782;5,56310717;5,952361309;6,273711838;6,670291061;6,413785585;0,14686739;0,079333323;0,105286815;0,120810013;-0,060638581;-0,117899347;-0,188564954;-0,14285879;5,6120543;6,327537;-0,7154827
NAV3;neuron navigator 3;5,245654903;5,166404977;5,206914049;5,194380441;5,041002664;5,066577822;5,121309989;5,171047497;-0,028563012;-0,013023762;-0,020966742;-0,018509164;0,031198419;0,026283275;0,015764611;0,006205843;5,2033386;5,099984;0,1033546
NBN;nibrin;6,645403713;6,71755557;6,691630503;6,692320952;6,971275547;6,895234421;6,892722461;6,828099275;0,036455816;0,025994224;0,029753205;0,029653094;-0,042554156;-0,031182207;-0,030806543;-0,021142147;6,6867275;6,8968334;-0,2101059
NCBP2;nuclear cap binding protein subunit 2;7,710229266;7,984275345;7,751699408;7,927785767;8,364176033;8,352609129;8,178424223;8,321418154;0,071521737;0,038520666;0,066527836;0,045323232;-0,066383423;-0,064908711;-0,042701156;-0,060932044;7,8434978;8,304157;-0,4606592
NCOA7;nuclear receptor coactivator 7;6,683436422;6,855075124;6,698839614;6,589655005;6,944790868;6,973861535;6,917536286;6,936523015;0,03740961;0,012689128;0,035191145;0,050916597;-0,035492529;-0,039827067;-0,031428776;-0,034259764;6,7067513;6,943178;-0,2364267
NDUFAF4;"""NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, assembly factor 4""";6,434187079;6,584867665;6,867745134;6,754667721;7,100496161;7,237275047;6,808878343;6,939699151;0,083656343;0,062196724;0,021909898;0,03801415;-0,066081898;-0,086618138;-0,022297848;-0,041939532;6,6603665;7,0215874;-0,3612209
NEBL;nebulette;6,29726396;6,369320699;6,264734978;6,270013136;6,412507582;6,449886267;6,526832971;6,54343838;0,028674577;0,01756014;0,03369203;0,032877897;-0,017804467;-0,023737278;-0,035950394;-0,038586034;6,3003335;6,483166;-0,1828325
NECAB3;N-terminal EF-hand calcium binding protein 3;5,735801005;5,737414125;5,632005172;5,648754976;5,790870599;5,799399599;5,825750239;5,815617774;0,012415483;0,012137737;0,030286946;0,027402982;-0,017997189;-0,019496532;-0,024128802;-0,022347581;5,6884937;5,807909;-0,1194153
NEDD1;"""neural precursor cell expressed, developmentally down-regulated gene 1""";7,574158796;7,509351849;7,346655022;7,356690902;7,704471639;7,641176123;7,640215626;7,716519867;0,013215522;0,021658768;0,042855406;0,041547901;-0,034613608;-0,026113816;-0,025984834;-0,036231533;7,446714;7,6755958;-0,2288818
NEDD4L;"""neural precursor cell expressed, developmentally down-regulated gene 4-like""";7,217437838;7,588249262;7,220824127;7,399346672;7,723764537;7,792235796;7,981452582;7,798185763;0,077515204;0,030120559;0,077082391;0,054264829;-0,049928809;-0,05923644;-0,084957596;-0,060045248;7,356465;7,8239098;-0,4674448
NELL1;NEL-like 1 (chicken);4,532416575;4,410129821;4,452144155;4,591288362;4,133016304;4,402502079;4,09599509;4,084991325;-0,084536874;-0,055275554;-0,065328931;-0,098623978;0,080836047;0,020903641;0,089069396;0,091516583;4,4964952;4,1791263;0,3173689
NENF;neuron derived neurotrophic factor;6,413411745;7,06625627;6,72372779;7,058478432;7,192034466;7,078637996;7,522486709;7,393794005;0,121057763;0,031587034;0,078529716;0,032652967;-0,055251585;-0,038613483;-0,103737206;-0,084854763;6,815469;7,2967386;-0,4812696
NETO2;neuropilin (NRP) and tolloid (TLL)-like 2;5,851420263;6,134975039;5,881962811;5,884753586;6,723773143;6,511331885;6,65878571;6,63815483;0,117833515;0,075084489;0,113228887;0,112808147;-0,132276586;-0,096501694;-0,121332769;-0,117858549;5,938278;6,6330113;-0,6947333
NEUROG3;neurogenin 3;5,35370073;5,160948371;5,412234847;5,192907145;4,877290742;5,114414728;4,631084364;5,026847604;-0,089831975;-0,050594129;-0,101747537;-0,057099852;0,07626156;0,031351271;0,122892017;0,047936117;5,2799478;4,9124093;0,3675385
NFKBIL1;nuclear factor of kappa light polypeptide gene enhancer in B-cells inhibitor-like 1;7,245530029;6,962696678;6,948826013;6,987749324;6,821818732;6,838782562;6,742014015;6,80591246;-0,065185202;-0,023605097;-0,021565933;-0,027288155;0,0304684;0,028057463;0,041810418;0,032729033;7,0362005;6,8021317;0,2340688
NFXL1;"""nuclear transcription factor, X-box binding-like 1""";7,047511921;7,024398387;6,958118786;7,053529504;6,838546509;6,64007014;6,576386286;6,502867891;-0,061457322;-0,057976089;-0,047993421;-0,062363657;0,025971536;0,05424094;0,063311564;0,073782943;7,0208898;6,639468;0,3814218
NFYA;nuclear transcription factor-Y alpha;7,419891408;7,946901039;7,529674752;7,633593918;8,189375877;7,977891696;8,202139886;8,113244373;0,086294874;0,021397509;0,072775862;0,05997898;-0,072958972;-0,045250652;-0,074631292;-0,062984344;7,6325154;8,120663;-0,4881476
NG23 | D17H6S56E-3;"""Ng23 protein | DNA segment, Chr 17, human D6S56E 3""";6,538032932;6,183635777;6,23959322;6,459349541;5,892439053;6,025287622;5,82860089;6,185961007;-0,092755182;-0,033521873;-0,0428745;-0,07960418;0,072809254;0,051905183;0,082854356;0,026622804;6,355153;5,983072;0,372081
NHS;Nance-Horan syndrome (human);6,059037416;6,005299414;6,125259033;5,933406187;5,829103547;5,904282888;5,937705723;5,744230092;-0,035055063;-0,025875092;-0,04636759;-0,013593694;0,033436509;0,020970509;0,01542844;0,047509957;6,0307508;5,853831;0,1769198
NIF3L1 | PPIL3;Ngg1 interacting factor 3-like 1 (S. pombe) | peptidylprolyl isomerase (cyclophilin)-like 3;7,286372659;7,482682742;7,30905057;7,436993004;7,679903307;7,588334308;7,622719647;7,536950874;0,042146091;0,016339508;0,039164892;0,022345801;-0,040810124;-0,02840034;-0,033060374;-0,021436659;7,3787746;7,606977;-0,2282024
NISCH;nischarin;8,658795545;8,777795097;8,66528468;8,561356288;8,898047244;8,916930171;9,255708539;9,111175632;0,042747328;0,029591613;0,042029937;0,053519494;-0,026799491;-0,028978506;-0,068072191;-0,051393665;8,665808;9,045465;-0,379657
NKAIN3;Na+/K+ transporting ATPase interacting 3;4,418283702;4,370777331;4,640767174;4,272025115;4,169601534;4,222293271;4,116513697;4,021471236;-0,069162922;-0,057667044;-0,123000814;-0,033770388;0,057815751;0,045909259;0,069811747;0,091288022;4,425463;4,13247;0,292993
NKAIN4;Na+/K+ transporting ATPase interacting 4;7,24378132;7,70992973;7,609602001;7,633371757;8,186430926;7,723511734;8,309750259;8,019916399;0,101256899;0,043421405;0,055869166;0,052920028;-0,084414557;-0,023094024;-0,100750037;-0,062357231;7,549171;8,059902;-0,510731
NKX6-2 | INPP5A;NK6 homeobox 2 | inositol polyphosphate-5-phosphatase A;6,309041675;5,866521376;6,071793415;5,960762671;6,524957614;6,497938244;6,430897036;6,726360778;0,036057289;0,103668859;0,072305857;0,089269967;-0,078143705;-0,073679191;-0,062601716;-0,11142232;6,0520296;6,545038;-0,4930084
NLRC4;"""NLR family, CARD domain containing 4""";4,567167354;4,857737111;4,776444665;4,720297365;4,515836632;4,469225398;4,474496181;4,577971219;-0,012814428;-0,077251139;-0,059223737;-0,046772519;0,045360719;0,055214245;0,054100012;0,032225586;4,7304115;4,5093822;0,2210293
NLRC5;"""NLR family, CARD domain containing 5""";6,883972623;6,709407372;6,592649169;6,644515135;6,917950704;6,958720506;7,010783976;7,054066412;0,014517088;0,039507175;0,056221828;0,048796897;-0,03135452;-0,037432637;-0,045194458;-0,051647169;6,707636;6,98538;-0,277744
NLRP5;"""NLR family, pyrin domain containing 5""";4,212799579;4,180597717;4,256133854;4,242637682;4,134441794;4,069684924;4,109056318;4,125774051;-0,025077084;-0,017241585;-0,035621372;-0,032337424;0,020980302;0,036314476;0,026991483;0,023032789;4,2230425;4,1097393;0,1133032
NMNAT2;nicotinamide nucleotide adenylyltransferase 2;6,105115861;5,829738154;6,133444882;5,832731265;5,624002661;5,692497112;5,413652226;5,626948894;-0,092291115;-0,04302217;-0,097359576;-0,043557679;0,058784872;0,047321859;0,093988449;0,058291799;5,9752574;5,5892754;0,385982
NMT2;N-myristoyltransferase 2;7,078359026;7,550172193;7,298662447;7,440251505;7,801627549;7,640010659;7,802322469;7,797807104;0,08789232;0,027095119;0,059504321;0,041259349;-0,062622516;-0,040609449;-0,062717167;-0,062102151;7,3418617;7,7604423;-0,4185806
NNAT;neuronatin;5,090092466;5,523952436;5,153424577;5,423492438;6,161444868;5,986936274;6,688527006;5,81379825;0,174045136;0,103643909;0,163768414;0,119945268;-0,163032592;-0,130092399;-0,262524468;-0,097410915;5,2977405;6,1626763;-0,8649358
NOC3L;nucleolar complex associated 3 homolog (S. cerevisiae);6,413900398;7,025355977;6,613204681;6,517002402;7,261981258;7,221385356;7,089114762;7,021786674;0,102771171;0,017235765;0,074890858;0,08834842;-0,093282312;-0,087170649;-0,067257475;-0,057121314;6,642366;7,148567;-0,506201
NOL10;nucleolar protein 10;6,059271992;6,282457913;6,058772615;6,327979514;6,573103422;6,640381447;6,663158025;6,763877031;0,090217091;0,056706343;0,090292071;0,049871401;-0,063244059;-0,074126735;-0,077811001;-0,094102984;6,182121;6,6601295;-0,4780085
NOL9;nucleolar protein 9;8,172036563;8,067155154;7,996206934;7,979924565;8,311598998;8,220461572;8,293349628;8,287655956;0,01283233;0,02550182;0,03407224;0,036039122;-0,032005766;-0,020689731;-0,029739842;-0,029032889;8,05383;8,278266;-0,224436
NOLC1;nucleolar and coiled-body phosphoprotein 1;7,613343349;7,895756212;7,561039801;7,638658727;8,042704026;7,94295595;8,152723893;7,940719927;0,050678803;0,015464246;0,057200625;0,047522184;-0,047609028;-0,03461626;-0,061939756;-0,034325005;7,6772;8,019776;-0,342576
NOMO1;nodal modulator 1;8,045232418;8,291690644;7,883492348;8,340717513;8,429523179;8,433290266;8,651532346;8,541067197;0,055042127;0,02609422;0,07403941;0,020335738;-0,035531829;-0,0359946;-0,062804731;-0,049234547;8,140284;8,513853;-0,373569
NOP16;NOP16 nucleolar protein homolog (yeast);7,497004886;7,711959103;7,421136207;7,669420768;7,874334757;7,887597244;7,91035533;8,178018746;0,058469959;0,031474398;0,067998116;0,036816681;-0,039532607;-0,041283458;-0,044287874;-0,079623538;7,57488;7,9625764;-0,3876964
NOP2;NOP2 nucleolar protein homolog (yeast);7,251424309;7,514340997;7,479152736;7,40216998;7,556641083;7,786750034;7,761960984;7,737931825;0,059578181;0,025481074;0,030044565;0,040028295;-0,019545768;-0,050592182;-0,047247631;-0,044005605;7,4117723;7,710821;-0,2990487
NOP56;NOP56 ribonucleoprotein homolog (yeast);8,571749558;8,735639862;8,573379237;8,749566092;9,067994026;8,944019413;9,226618101;9,305858798;0,061773742;0,043835025;0,061595364;0,042310721;-0,047404804;-0,033085032;-0,065726786;-0,074879536;8,657583;9,136122;-0,478539
NOP58;NOP58 ribonucleoprotein homolog (yeast);8,177498601;8,409921236;8,06790339;8,192433911;8,771586491;8,528706167;8,287892836;8,595055497;0,043098589;0,01590133;0,055923026;0,041350913;-0,068150339;-0,038573853;-0,009249073;-0,04665347;8,21194;8,545811;-0,333871
NOS2;"""nitric oxide synthase 2, inducible""";5,511109728;5,593460215;5,25857008;5,692135931;5,811107638;5,915716194;6,009190671;5,779860334;0,062572072;0,048564431;0,105528524;0,031779904;-0,053917068;-0,072889138;-0,089841904;-0,048249979;5,5138187;5,878969;-0,3651503
NPAS2;neuronal PAS domain protein 2;5,85933614;5,71739956;5,498287364;5,938860954;6,457114554;6,449617688;7,283721456;6,792823349;0,131412269;0,152452941;0,184934124;0,119623514;-0,122298888;-0,120995872;-0,265969873;-0,1806478;5,7534714;6,7458196;-0,9923482
NPEPPS;aminopeptidase puromycin sensitive;9,024162209;9,129552813;8,992771763;8,775038853;9,243384134;9,313251141;9,29504783;9,232781093;0,0266369;0,015269271;0,030022733;0,053507814;-0,029286297;-0,037066256;-0,035039248;-0,028105608;8,980382;9,271116;-0,290734
NPHS2;"""nephrosis 2 homolog, podocin (human)""";6,503121379;6,169769006;6,28045171;6,213325826;6,478456928;6,461530291;6,542771931;6,691686934;0,006187733;0,057130912;0,040216292;0,050474524;-0,029688464;-0,026998137;-0,039910715;-0,063579324;6,291667;6,5436115;-0,2519445
NPR3;natriuretic peptide receptor 3;5,964263861;6,386866007;6,270603491;6,122027883;6,574735565;6,995179022;7,398697081;6,61035893;0,134954869;0,073661483;0,09052397;0,112073085;-0,062851442;-0,130819032;-0,196050515;-0,068610205;6,1859403;6,894743;-0,7088027
NPVF;neuropeptide VF precursor;4,896850389;4,513656527;4,802382384;4,427971683;4,443579506;4,190448012;4,296762076;4,324985286;-0,135121455;-0,04629465;-0,113223163;-0,026432351;0,04648624;0,100803793;0,077990671;0,071934468;4,6602154;4,313944;0,3462714
NR2E1;"""nuclear receptor subfamily 2, group E, member 1""";5,16269221;4,910646257;5,133258894;5,01572975;4,738409793;4,812857768;4,748710438;4,782708112;-0,082172954;-0,029340574;-0,076003317;-0,051367554;0,062737032;0,048011136;0,060699552;0,053974772;5,055582;4,770672;0,28491
NR2F6;"""nuclear receptor subfamily 2, group F, member 6""";6,348305783;6,362995564;6,289299213;6,646983678;6,634097492;6,678891119;6,874917509;6,801781956;0,05915092;0,056973824;0,067895974;0,014885437;-0,034654569;-0,041640588;-0,072212885;-0,060806656;6,411896;6,747422;-0,335526
NRP2;neuropilin 2;6,018250489;6,477045145;6,517719674;6,376679485;6,72977594;6,733222501;7,140445816;6,596041795;0,114946425;0,047475347;0,041493686;0,062235282;-0,060237407;-0,060780393;-0,124936079;-0,039168364;6,3474236;6,7998714;-0,4524478
NSA2;NSA2 ribosome biogenesis homolog (S. cerevisiae);9,754868735;9,829626352;9,773304018;9,796912771;9,756849939;9,725097792;9,647239948;9,66090114;-0,005913545;-0,013622485;-0,007814575;-0,01024909;0,003251518;0,00649528;0,014449147;0,013053536;9,788678;9,697522;0,091156
NT5DC2 | STAB1;5'-nucleotidase domain containing 2 | stabilin 1;7,875260118;8,140657266;7,344190003;7,797754513;8,223961152;8,053186863;8,381404214;8,575939876;0,052158093;0,020215715;0,116076047;0,061486428;-0,055779838;-0,03385609;-0,075992143;-0,10096634;7,789466;8,308622;-0,519156
NT5DC3;5'-nucleotidase domain containing 3;6,313417199;6,438389502;6,320289837;6,23047325;6,458376087;6,539336946;6,649019405;6,532708147;0,035362529;0,016267804;0,034312447;0,048035672;-0,020983497;-0,033782333;-0,051121674;-0,032734408;6,325642;6,54486;-0,219218
NTM;neurotrimin;4,202615929;4,200620737;4,163311679;4,06884834;4,27263754;4,31972352;4,344124428;4,226445193;0,020536464;0,021001464;0,02969673;0,051712398;-0,027360585;-0,038682462;-0,044549689;-0,016253582;4,158849;4,2907324;-0,1318834
NTRK2;"""neurotrophic tyrosine kinase, receptor, type 2""";4,981817114;5,105893105;5,25214871;5,275655868;5,462179641;5,592453529;5,915900833;5,586424841;0,116579941;0,094577684;0,068642342;0,064473844;-0,059819208;-0,085096071;-0,147854107;-0,083926333;5,1538787;5,6392393;-0,4853606
NUDT13;nudix (nucleoside diphosphate linked moiety X)-type motif 13;7,137036147;7,089143615;7,160993887;7,15188964;7,174452745;7,223441877;7,218450994;7,170402295;0,008288655;0,014943457;0,004959659;0,00622472;-0,005562445;-0,012428702;-0,011729186;-0,004994739;7,134766;7,196687;-0,061921
NUDT4;nudix (nucleoside diphosphate linked moiety X)-type motif 4;8,427449137;8,833836366;8,569155868;8,672290845;8,726506109;8,928975998;9,111520107;8,972754637;0,056798358;0,011315425;0,040938515;0,029395629;-0,01168871;-0,035161621;-0,05632448;-0,040237003;8,625683;8,934939;-0,309256
NUDT5 | CDC123 | GM13199;nudix (nucleoside diphosphate linked moiety X)-type motif 5 | cell division cycle 123 homolog (S. cerevisiae) | predicted gene 13199;6,932257418;7,322747641;6,948661106;7,230659479;7,570062067;7,394947514;7,711380762;7,715192167;0,087608278;0,036213757;0,0854493;0,048333976;-0,064918798;-0,040284551;-0,084798811;-0,085334981;7,1085815;7,597896;-0,4893145
NUP35;nucleoporin 35;6,639874132;6,74724455;6,697418378;6,735282204;7,045706122;6,834316459;7,026921982;6,975693443;0,047453928;0,032050734;0,03919872;0,033766834;-0,050820792;-0,019293412;-0,048019261;-0,040378861;6,704955;6,9706593;-0,2657043
NUP43;nucleoporin 43;6,39686605;6,801488843;6,54454071;6,702355707;7,146939255;6,87622752;6,737798142;7,112016661;0,081997606;0,023930939;0,060805089;0,038157352;-0,081016623;-0,04006988;-0,019131622;-0,075734375;6,611313;6,9682455;-0,3569325
NUP85 | HMGB1;nucleoporin 85 | high mobility group box 1;7,351077102;7,122628467;7,096127127;7,28843188;7,483025725;7,294916863;7,432496811;7,594232605;0,013432914;0,044092353;0,047649023;0,02184035;-0,037210822;-0,011137339;-0,030207086;-0,052625039;7,2145658;7,451168;-0,2366022
NUP93;nucleoporin 93;7,35522576;7,521973881;7,120128498;7,499652192;7,747082244;7,646830134;7,700211134;7,713183369;0,04500247;0,023352007;0,075527339;0,02625024;-0,050559378;-0,03696448;-0,044203323;-0,04596245;7,374245;7,701827;-0,327582
NUTF2;nuclear transport factor 2;6,037373965;6,139376665;6,485028067;5,943386852;6,785935157;6,397833746;6,823309819;6,775730418;0,098321069;0,083087014;0,031464141;0,112357999;-0,103172514;-0,040079838;-0,109248419;-0,101513555;6,151291;6,6957026;-0,5444116
NUTF2 | GM10333;"""nuclear transport factor 2 | nuclear transport factor 2, pseudogene 1""";7,808161804;8,43203343;7,944682259;8,167832;8,343181466;8,462388949;8,831175657;8,919135763;0,096169821;0,023953847;0,080366958;0,054536363;-0,031527925;-0,046266409;-0,091862179;-0,102737324;8,088178;8,63897;-0,550792
OAS1B;2'-5' oligoadenylate synthetase 1B;5,566539806;5,630427556;5,567107119;5,798388606;5,84695161;5,801041246;5,723674748;5,963150404;0,045796748;0,034845259;0,0456995;0,006053768;-0,036580425;-0,028441177;-0,01472521;-0,057180799;5,6406155;5,8337045;-0,193089
OAS1G | OAS1A;2'-5' oligoadenylate synthetase 1G | 2'-5' oligoadenylate synthetase 1A;6,329256947;6,25946534;6,466393342;6,275437344;6,485883036;6,564990348;6,655300509;6,537940943;0,035325564;0,04596286;0,014423905;0,043528485;-0,024199241;-0,036691241;-0,050952306;-0,032419813;6,332638;6,561029;-0,228391
OBFC2A;oligonucleotide/oligosaccharide-binding fold containing 2A;9,166424766;9,274904692;9,385098777;9,550866078;10,01034;10,08410879;9,831980652;9,882013668;0,078946599;0,068046405;0,056973971;0,040317473;-0,071275041;-0,079169544;-0,052187585;-0,057541961;9,344323;9,95211;-0,607787
OBOX6;oocyte specific homeobox 6;4,080615186;3,390591379;4,119029076;3,735068686;3,386035887;3,14579439;2,981930787;3,257685242;-0,27804324;-0,061928703;-0,29007442;-0,169818537;0,116223499;0,178928029;0,221697452;0,149723818;3,831326;3,1928616;0,6384644
OCM;oncomodulin;4,377517801;4,248419811;4,496088221;4,223151986;3,819990341;4,236122418;4,051423583;4,002057627;-0,086934331;-0,054879398;-0,116375275;-0,048605416;0,119065649;0,023100736;0,065694443;0,077078808;4,336294;4,0273986;0,3088954
ODC1;"""ornithine decarboxylase, structural 1""";8,1769209;8,406550025;8,211298899;8,638229419;8,7921638;8,50765875;8,806179086;8,783985346;0,062548156;0,036222079;0,058606853;0,009660947;-0,051914432;-0,017875602;-0,053591253;-0,050935943;8,35825;8,722497;-0,364247
ODF2L;outer dense fiber of sperm tails 2-like;5,753847785;5,634463699;5,580533463;5,473388205;5,79533617;5,722685088;5,820704206;5,973066834;0,012714564;0,033199321;0,042453048;0,06083778;-0,032933917;-0,019984925;-0,037455399;-0,064611809;5,6105585;5,8279476;-0,2173891
OGG1;8-oxoguanine DNA-glycosylase 1;6,37265795;6,471720976;6,407439269;6,50760484;6,168388724;6,305121618;6,308257545;6,202175967;-0,020280537;-0,036140807;-0,025849124;-0,041885915;0,042154246;0,020921956;0,020435;0,036907663;6,439856;6,245986;0,19387
OLFML1;olfactomedin-like 1;5,308900454;5,869801159;5,663998911;5,704796792;5,86368927;5,963741608;6,086664684;6,151696487;0,117602204;0,024374322;0,058580925;0,051799867;-0,040237775;-0,05798739;-0,079794348;-0,091331204;5,636874;6,016448;-0,379574
OLFR1085;olfactory receptor 1085;4,675321137;4,692625073;4,836190877;4,480234994;3,957259035;4,23083145;4,010566813;4,538842077;-0,117328427;-0,121463796;-0,155773772;-0,070705899;0,152819472;0,094252362;0,141407201;0,028312629;4,671093;4,184375;0,486718
OLFR109;olfactory receptor 109;4,737083854;4,676273453;4,781806475;4,52892998;4,403108951;4,261296056;4,533209268;4,438651104;-0,074396222;-0,060604095;-0,084539554;-0,027185799;0,059370487;0,089665761;0,031577352;0,05177767;4,6810236;4,409066;0,2719576
OLFR1134;olfactory receptor 1134;3,852512958;3,767563253;3,834825796;3,500282165;3,342967957;3,497670419;3,169481399;3,398771605;-0,149241355;-0,123900048;-0,143965106;-0,044167551;0,105870457;0,064492842;0,152272176;0,090944891;3,738796;3,3522227;0,3865733
OLFR1135;olfactory receptor 1135;2,435899831;2,471672007;2,536087571;2,623236213;2,771640871;2,579951279;2,643288158;2,696586112;0,088656415;0,075272964;0,05117316;0,018568225;-0,101289208;-0,02512289;-0,05028929;-0,071466803;2,5167239;2,6728666;-0,1561427
OLFR1160;olfactory receptor 1160;2,173108718;2,190186442;2,117188015;2,051690233;2,224866862;2,229136521;2,406610932;2,271692716;0,048166615;0,04068648;0,072660186;0,101348569;-0,04304805;-0,045049724;-0,128252158;-0,065000651;2,1330435;2,2830768;-0,1500333
OLFR117;olfactory receptor 117;3,942470723;3,706689073;3,564401179;3,725637385;3,522850745;3,369179864;3,482578703;3,463898782;-0,139565255;-0,071412922;-0,030284819;-0,076889903;0,056749726;0,09789541;0,067532645;0,072534231;3,7347996;3,459627;0,2751726
OLFR1278;olfactory receptor 1278;4,702081216;4,499182192;5,012422464;4,338633959;4,229558616;4,332843996;4,188022891;3,994560032;-0,123221322;-0,074753314;-0,197354858;-0,036401956;0,088079848;0,065810854;0,097035219;0,138747061;4,63808;4,1862464;0,4518336
OLFR1313;olfactory receptor 1313;4,577085766;4,008595525;4,463467705;4,083830404;3,79678363;3,868953304;3,5235426;3,730711112;-0,227101531;-0,074691181;-0,196640905;-0,094861403;0,11357309;0,096723791;0,177366086;0,128998899;4,283245;3,7299976;0,5532474
OLFR1339;olfactory receptor 1339;5,540763762;4,985970656;5,549236828;5,081169374;4,854617202;4,731705315;4,671423554;4,796599881;-0,163149606;-0,046684186;-0,164928322;-0,066668858;0,082178933;0,105416835;0,116813793;0,093147773;5,289285;4,7635865;0,5256985
OLFR1352;olfactory receptor 1352;3,606157815;3,345482938;3,368778135;3,356352035;3,180826148;3,237784935;3,282833098;3,09149382;-0,12754637;-0,046040506;-0,053324273;-0,049438973;0,069714306;0,053055758;0,039880671;0,095841036;3,4191928;3,1982346;0,2209582
OLFR1353;olfactory receptor 1353;3,686286274;3,454228121;3,767111549;3,517567264;3,319961902;3,439093436;3,140710529;3,098657082;-0,134379557;-0,062968384;-0,15925189;-0,082459716;0,079399003;0,046364706;0,129104089;0,140765201;3,6062984;3,2496057;0,3566927
OLFR1418;olfactory receptor 1418;4,041115129;3,592373409;4,319114598;3,729308857;3,682026396;3,494184931;3,211001912;3,213877449;-0,188467986;-0,056495708;-0,270225981;-0,096767611;0,060822074;0,108734973;0,180966731;0,180233265;3,920478;3,4002726;0,5202054
OLFR1419;olfactory receptor 1419;4,520730157;4,637801875;4,522818941;4,575795719;4,185476963;4,48504617;4,273050915;4,237907497;-0,052465831;-0,079721159;-0,052952118;-0,065285579;0,082994291;0,017360989;0,063807514;0,071507165;4,5642867;4,29537;0,2689167
OLFR1496;olfactory receptor 1496;3,12563757;3,209700109;3,364526944;3,207548979;3,003143676;3,127711983;3,032392581;2,892491661;-0,037062071;-0,064953363;-0,116323695;-0,064239636;0,069327514;0,030723868;0,060263295;0,103618509;3,2268534;3,0139349;0,2129185
OLFR171;olfactory receptor 171;3,759870718;3,351033335;3,409920978;3,317899583;3,065558973;3,128631366;2,972212932;3,322744618;-0,204204149;-0,0732625;-0,09212292;-0,062650485;0,11391868;0,095687985;0,14089979;0,039580722;3,4596813;3,1222868;0,3373945
OLFR191;olfactory receptor 191;2,776830073;2,497353213;2,792625444;2,858248306;2,269696635;2,187718832;2,400786331;2,16705323;-0,23069321;-0,106828852;-0,23769373;-0,266777833;0,16899405;0,199008653;0,120998069;0,206574967;2,731264;2,2563138;0,4749502
OLFR214;olfactory receptor 214;4,276423791;4,229148371;4,195680163;4,159938453;4,149134411;4,04667779;3,892844866;4,082707218;-0,057776893;-0,046083279;-0,037804891;-0,02896415;0,015695994;0,040001898;0,076495863;0,031454595;4,2152977;4,042841;0,1724567
OLFR223;olfactory receptor 223;5,103513546;4,642431042;5,103617231;4,511933644;4,441324568;4,571446744;3,983069971;4,286222803;-0,181227785;-0,074508471;-0,181251784;-0,044304348;0,082441859;0,055559189;0,177115245;0,114485202;4,840374;4,320516;0,519858
OLFR248;olfactory receptor 248;3,767991841;3,75508375;3,857143874;3,899103082;3,586687273;3,709482768;3,585767563;3,584675972;-0,041844884;-0,038275813;-0,066495306;-0,078096973;0,061035016;0,028888173;0,061275788;0,061561558;3,8198307;3,6166534;0,2031773
OLFR312 | OLFR313;olfactory receptor 312 | olfactory receptor 313;4,8906925;4,715615909;4,990236401;4,639844917;4,542164863;4,634715538;4,20431471;4,199979805;-0,112711194;-0,072878454;-0,135359032;-0,055639335;0,055505726;0,03626081;0,125758027;0,126659424;4,8090973;4,3952937;0,4138036
OLFR320;olfactory receptor 320;6,337181699;6,016752504;6,798863797;5,891056178;5,626926506;5,584565928;5,123157689;5,495292259;-0,161190711;-0,102477008;-0,245786828;-0,079445096;0,101268264;0,108034088;0,181730133;0,122292863;6,2609634;5,4574857;0,8034777
OLFR330 | OLFR328;olfactory receptor 330 | olfactory receptor 328;5,695281129;5,203560526;5,689992367;5,091144024;4,743438084;5,126828976;4,849801534;4,523278637;-0,183844053;-0,08163303;-0,18274471;-0,058265684;0,124826114;0,054089722;0,105201843;0,165445976;5,419995;4,8108373;0,6091577
OLFR393;olfactory receptor 393;3,387030542;3,480237277;3,592944413;3,368520888;3,163486304;3,38358736;3,17983733;3,137584479;-0,053140598;-0,082121676;-0,117166078;-0,04738533;0,08495263;0,021287776;0,080223049;0,092444806;3,4571831;3,2161238;0,2410593
OLFR51;olfactory receptor 51;3,830908822;3,4577629;3,582564858;3,474527586;3,531041643;3,117039822;3,082853634;3,207039593;-0,184392111;-0,069027558;-0,107612254;-0,074210652;0,015446889;0,130882169;0,140414234;0,105787717;3,586441;3,2344937;0,3519473
OLFR544;olfactory receptor 544;4,867062451;4,558699059;4,781188423;4,677935174;4,507508453;4,313705875;4,037551933;4,240771068;-0,138525034;-0,066391289;-0,118436997;-0,094283535;0,045266453;0,086315699;0,144807754;0,101763991;4,7212214;4,274884;0,4463374
OLFR544 | OLFR545;olfactory receptor 544 | olfactory receptor 545;6,361171447;6,228596582;6,087781523;5,97852411;5,914143261;5,94077082;5,770164433;5,748815854;-0,088594233;-0,065906552;-0,041808716;-0,023111376;0,040537733;0,036217895;0,063895681;0,0673591;6,1640186;5,8434734;0,3205452
