Name,Description,FLT1,FLT2,FLT3,FLT4,AEM1,AEM2,AEM3,AEM4,Flight Mean,AEM Mean,F vs AEM,cluster
LGR6,leucine-rich repeat-containing G protein-coupled receptor 6,6.059490373,6.085776991,6.22255436,6.001063497,6.236233826,6.473480512,6.467909018,6.359355724,6.0922213,6.384245,-0.2920237,A
STAT1,signal transducer and activator of transcription 1,9.390161495,9.667545475,9.322468857,9.605318783,9.82470663,9.763272662,9.904249791,9.65712515,9.496374,9.787338,-0.290964,F
CCNC,cyclin C,7.146934576,7.505610335,7.453512154,7.365851546,7.625829523,7.514802409,7.733469737,7.761405663,7.367977,7.6588774,-0.2909004,I
SDCCAG3,serologically defined colon cancer antigen 3,7.855388246,7.891414754,7.836044683,7.953412545,8.182116455,8.088282139,8.190018509,8.239233158,7.884065,8.174913,-0.290848,J
NPEPPS,aminopeptidase puromycin sensitive,9.024162209,9.129552813,8.992771763,8.775038853,9.243384134,9.313251141,9.29504783,9.232781093,8.980382,9.271116,-0.290734,H
PSMG1,"""proteasome (prosome, macropain) assembly chaperone 1""",7.609630598,7.744932038,7.453084827,7.841313467,8.105340918,7.827924882,7.86760162,8.011024784,7.66224,7.952973,-0.290733,H
HTR7,5-hydroxytryptamine (serotonin) receptor 7,5.595643986,5.592547694,5.727649416,5.799798826,6.019909508,5.811823152,5.987284814,6.058322516,5.6789103,5.969335,-0.2904247,E
COL15A1,"""collagen, type XV, alpha 1""",6.382877732,6.427480568,6.182295689,6.291632887,6.467185163,6.543229994,6.708023581,6.723968974,6.3210716,6.610602,-0.2895304,B
PPP4R1,"""protein phosphatase 4, regulatory subunit 1""",8.179763852,8.403477626,8.06599238,8.239428947,8.418570061,8.405802055,8.648820674,8.571579841,8.222165,8.511193,-0.289028,F
ZNHIT3 | MYO19,"""zinc finger, HIT type 3 | myosin XIX""",6.224905725,6.544520915,6.416496973,6.464443704,6.703437967,6.558002508,6.755054166,6.786478521,6.4125914999999996,6.700743,-0.2881515,I
GM1862,predicted pseudogene 1862,6.155723928,5.808049257,6.06087349,6.161770067,6.501275501,6.394785847,6.290433174,6.151773104,6.046604,6.334567,-0.287963,E
BC016423,cDNA sequence BC016423,8.193484509,8.356401317,8.247245214,8.104054461,8.627489488,8.587256712,8.425464325,8.412439143,8.225296,8.513163,-0.287867,J
SKINT3,selection and upkeep of intraepithelial T cells 3,4.756585179,4.95088264,4.804976021,5.085200534,5.171795403,5.353143547,5.088120278,5.132511804,4.899411,5.186393,-0.286982,E
APEX1 | TMEM55B,apurinic/apyrimidinic endonuclease 1 | transmembrane protein 55b,7.749091234,8.05819679,7.796012651,7.772213434,8.114427038,8.048705518,8.239014676,8.120207348,7.8438787,8.130589,-0.2867103,F
ADCY6,adenylate cyclase 6,7.944048459,8.060342353,8.024073263,8.03741412,8.163893055,8.207852884,8.405410631,8.434481348,8.01647,8.30291,-0.28644,I
P2RX5,"""purinergic receptor P2X, ligand-gated ion channel, 5""",5.93148319,5.844633754,5.973226478,5.879288955,6.279161002,6.117983872,6.156098781,6.216377607,5.9071584,6.192405,-0.2852466,J
AGFG1,ArfGAP with FG repeats 1,9.640965869,9.851397617,9.520476755,9.763230616,10.0472655,10.04668207,9.922042957,9.896174609,9.694017,9.978042,-0.284025,I
CEP78,centrosomal protein 78,5.778175126,5.937443381,5.762433679,5.880068272,6.115816105,5.912159594,6.274680182,6.190614354,5.83953,6.1233172,-0.2837872,I
HERC5,hect domain and RLD 5,7.668645643,7.887451484,7.580372938,7.545565158,8.057574912,7.942727972,7.90861808,7.907033181,7.670509,7.953988,-0.283479,E
ZDHHC15,"""zinc finger, DHHC domain containing 15""",6.791076465,6.91725622,6.640686159,6.834758077,7.146003919,7.010928623,7.037567407,7.121729176,6.795944,7.079057,-0.283113,F
ZFP318,zinc finger protein 318,7.364028825,7.100996032,7.069242297,7.042755715,7.461380522,7.385636218,7.539415537,7.320769025,7.1442556,7.4268003,-0.2825447,J
APITD1,"""apoptosis-inducing, TAF9-like domain 1""",6.027469772,5.996934971,5.930023021,5.824904552,6.477654787,6.100803271,6.085375956,6.244811459,5.944833,6.2271614,-0.2823284,I
PRMT3,protein arginine N-methyltransferase 3,7.54520201,7.445280111,7.490628085,7.545298815,7.988011079,7.600011188,7.779263385,7.785442316,7.5066023,7.7881823,-0.28158,A
STK16 | TUBA4A,"""serine/threonine kinase 16 | tubulin, alpha 4A""",7.865365825,7.927133931,7.983472719,8.150332349,8.245501762,8.07312305,8.246938459,8.486945571,7.981576,8.263127,-0.281551,A
PRUNE2,prune homolog 2 (Drosophila),5.002354362,5.215397578,5.258795228,5.161692126,5.512974403,5.271303997,5.55823574,5.418140315,5.1595597,5.4401636,-0.2806039,B
ZRANB2,"""zinc finger, RAN-binding domain containing 2""",7.974436828,8.122572824,7.824373803,7.987005904,8.350966586,8.356923667,8.076123983,8.243588045,7.977097,8.256901,-0.279804,I
PKM2,"""pyruvate kinase, muscle""",9.178495329,9.166573226,9.129735533,9.303679042,9.36952736,9.368894002,9.609977426,9.546388878,9.194621,9.473698,-0.279077,F
GCAP14,granule cell antiserum positive 14,8.495873248,8.821923461,8.59713735,8.432646911,8.786064801,8.894674723,8.954326107,8.82799358,8.586895,8.865765,-0.27887,H
EPB4.1L2,erythrocyte protein band 4.1-like 2,8.3209658,8.460931922,8.213175482,8.309402625,8.664088586,8.655863958,8.649272006,8.450501827,8.326119,8.604931,-0.278812,I
NLRC5,"""NLR family, CARD domain containing 5""",6.883972623,6.709407372,6.592649169,6.644515135,6.917950704,6.958720506,7.010783976,7.054066412,6.707636,6.98538,-0.277744,H
RPRD1B,regulation of nuclear pre-mRNA domain containing 1B,8.044595682,8.217607695,7.923186342,8.22590044,8.375045802,8.282520066,8.391101419,8.4724728,8.102823,8.380285,-0.277462,B
RLF,rearranged L-myc fusion sequence,8.029785194,8.200767472,7.807088197,8.096656729,8.429503235,8.228085942,8.287759648,8.293263153,8.033575,8.309653,-0.276078,E
RG9MTD2,RNA (guanine-9-) methyltransferase domain containing 2,6.169105946,6.332365694,6.41805574,6.244614665,6.593486498,6.586420909,6.423874357,6.663305989,6.2910357,6.5667715,-0.2757358,I
SLCO5A1,"""solute carrier organic anion transporter family, member 5A1""",5.599871071,5.755972444,5.743498475,5.468594374,5.902230727,5.860541555,5.85389508,6.048788648,5.641984,5.9163637,-0.2743797,C
SEMA4C,"""sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4C""",6.574875388,6.851581153,6.83138108,6.887497704,6.98389755,6.976352076,7.137424062,7.137884724,6.786334,7.0588894,-0.2725554,I
DGKE,"""diacylglycerol kinase, epsilon""",8.702297971,8.637124015,8.744411374,8.428148125,8.967736981,8.910058893,8.740619106,8.983147778,8.6279955,8.900391,-0.2723955,H
GM6661,predicted gene 6661,5.39593521,5.3432553,5.604376718,5.495989108,5.712710701,5.948426293,5.571928519,5.693500282,5.459889,5.7316413,-0.2717523,C
REG3A,regenerating islet-derived 3 alpha,3.436727592,3.173582007,3.146062481,3.31030695,3.522826004,3.537143002,3.474511676,3.618972109,3.2666698,3.5383632,-0.2716934,D
APLP1,amyloid beta (A4) precursor-like protein 1,5.649056949,5.40312765,5.368783935,5.675076894,5.774975287,5.77040646,5.968625831,5.667572285,5.5240116,5.795395,-0.2713834,F
EXOSC8,exosome component 8,7.898705177,8.073396465,7.884713163,8.011718791,8.353571481,8.169864462,8.110899685,8.318134586,7.9671335,8.238118,-0.2709845,D
RNF43,ring finger protein 43,6.089833076,6.049073608,5.804585655,5.940405293,6.182360647,6.234478404,6.323594425,6.226542761,5.9709744,6.2417445,-0.2707701,A
COQ2,"""coenzyme Q2 homolog, prenyltransferase (yeast)""",7.265319259,7.196829454,7.212819983,7.30343962,7.359974519,7.488459488,7.520668571,7.690722709,7.244602,7.5149565,-0.2703545,B
SLC16A6,"""solute carrier family 16 (monocarboxylic acid transporters), member 6""",6.359614946,6.442273135,6.10075778,6.366964269,6.534763785,6.568104644,6.614792922,6.630501506,6.3174024,6.587041,-0.2696386,A
PATL1,protein associated with topoisomerase II homolog 1 (yeast),7.965014116,8.193089747,7.873413017,7.913904453,8.185422297,8.291704151,8.342501773,8.204101803,7.9863553,8.255933,-0.2695777,A
GGA3,"""golgi associated, gamma adaptin ear containing, ARF binding protein 3""",7.991666298,7.749646175,7.618877046,7.819639435,7.920197305,8.12104411,8.176032683,8.038424785,7.794957,8.063925,-0.268968,H
TMCC3,transmembrane and coiled coil domains 3,6.873411672,6.900522203,6.666534984,6.955756696,6.992526017,7.156194947,7.305561855,7.016616513,6.8490562,7.1177254,-0.2686692,F
ABCA7,"""ATP-binding cassette, sub-family A (ABC1), member 7""",7.048414514,7.031107997,7.015428652,6.981261258,7.172262545,7.273514659,7.301754571,7.402273046,7.0190535,7.2874513,-0.2683978,H
TSR1 | SRR,"""TSR1, 20S rRNA accumulation, homolog (yeast) | serine racemase""",7.875561693,8.215172475,8.022336616,8.021049305,8.417855219,8.385843896,8.16488639,8.236848909,8.03353,8.301359,-0.267829,D
NUP35,nucleoporin 35,6.639874132,6.74724455,6.697418378,6.735282204,7.045706122,6.834316459,7.026921982,6.975693443,6.704955,6.9706593,-0.2657043,A
GCFC1,GC-rich sequence DNA-binding factor 1,8.391530259,8.285514445,8.420955747,8.163852992,8.587712933,8.582536244,8.581640238,8.569498972,8.315463,8.580347,-0.264884,C
CASD1,CAS1 domain containing 1,7.906434964,8.132986194,7.984976673,7.927261775,8.311693444,8.308749071,8.207917873,8.18183007,7.987915,8.252547,-0.264632,H
PCDH19,protocadherin 19,5.091441862,5.093491658,5.005088613,5.073243039,5.431540338,5.458584759,5.255479582,5.174541259,5.065816,5.3300366,-0.26422060000000003,H
EAF1,ELL associated factor 1,8.663554079,8.84954616,8.476161524,8.718956858,8.879962508,8.81801698,9.00097619,9.065082713,8.677054,8.9410095,-0.2639555,A
WNT4,wingless-related MMTV integration site 4,6.233203732,6.43288302,6.450178062,6.475931864,6.64680681,6.594782571,6.687738584,6.714962829,6.398049,6.6610727,-0.2630237,I
CREB1,cAMP responsive element binding protein 1,9.307817099,9.464379931,9.390709826,9.353739619,9.671474608,9.619531097,9.616184725,9.660559615,9.3791620000000009,9.641937,-0.262775,F
MICALL1,"""microtubule associated monoxygenase, calponin and LIM domain containing -like 1""",6.142127781,6.434908622,6.267328834,6.387809092,6.417816594,6.608032457,6.571484531,6.685901382,6.3080435,6.5708084,-0.2627649,I
MON1B | SYCE1L,MON1 homolog b (yeast) | synaptonemal complex central element protein 1 like,7.081005176,7.322945382,6.978384702,7.241271557,7.292420135,7.520049531,7.496745537,7.364917951,7.155902,7.4185333,-0.2626313,B
KAT2A,K(lysine) acetyltransferase 2A,7.173604315,7.26503305,7.026971717,7.280038495,7.401757238,7.243380665,7.630712557,7.518153882,7.1864123,7.448501,-0.2620887,C
D4ERTD22E,"""DNA segment, Chr 4, ERATO Doi 22, expressed""",8.292415344,8.481811397,8.261708421,8.561568261,8.627957797,8.512755139,8.77542662,8.726967108,8.399376,8.660776,-0.2614,G
CHD3,chromodomain helicase DNA binding protein 3,6.938389996,7.116666746,6.812862239,6.941153111,7.344854606,7.168085421,7.113471853,7.227408472,6.952268,7.213455,-0.261187,I
GFER | DST,"""growth factor, erv1 (S. cerevisiae)-like (augmenter of liver regeneration) | dystonin""",6.506949816,6.437094449,6.397070046,6.498468955,6.831124955,6.575918134,6.764214108,6.708750134,6.4598956,6.7200017,-0.2601061,J
RAN,"""RAN, member RAS oncogene family""",9.533579692,9.549249525,9.37899638,9.436209262,9.891927451,9.7371378,9.597913864,9.711113037,9.474509,9.734524,-0.260015,A
REV1 | EIF5B,REV1 homolog (S. cerevisiae) | eukaryotic translation initiation factor 5B,7.41137031,7.472571086,7.473695065,7.563075929,7.821432036,7.808138499,7.693047053,7.637339945,7.4801784,7.7399893,-0.2598109,G
RNF122,ring finger protein 122,6.033834915,5.790525899,5.968726108,5.977303745,6.242049094,6.233660835,6.177817592,6.156091656,5.942598,6.202405,-0.259807,G
ZFP397,zinc finger protein 397,8.187562458,8.133181356,8.148940237,7.901298792,8.375910936,8.235926097,8.243862215,8.5534201,8.092746,8.35228,-0.259534,B
GMCL1,germ cell-less homolog 1 (Drosophila),8.121684059,8.476809676,8.194203158,8.294883714,8.671434193,8.572682385,8.443145999,8.438374666,8.271895,8.531409,-0.259514,B
KCTD11,potassium channel tetramerisation domain containing 11,5.050278836,5.081177617,4.761822775,4.96400101,5.157567902,5.325461797,5.293552738,5.118579442,4.96432,5.2237906,-0.2594706,I
HDAC2,histone deacetylase 2,9.898914438,10.18307797,10.0173944,10.05084018,10.32642354,10.37633456,10.25670241,10.2262415,10.037558,10.296426,-0.258868,F
SPG7,spastic paraplegia 7 homolog (human),7.045722828,7.224815666,6.965791206,7.270972401,7.402514746,7.254893039,7.375912162,7.507602838,7.1268253,7.3852305,-0.2584052,D
ACTG1,"""actin, gamma, cytoplasmic 1""",11.88434744,12.10855767,11.90335994,12.17291525,12.24514801,12.21779259,12.38505034,12.25249213,12.017295,12.275121,-0.257826,H
DQX1,DEAQ RNA-dependent ATPase,5.041315632,5.082083585,5.07321663,5.011234011,5.191183011,5.307807353,5.38011847,5.358837068,5.0519624,5.3094864,-0.257524,A
ACAD9,"""acyl-Coenzyme A dehydrogenase family, member 9""",7.754072195,7.99991578,7.899552103,8.025814115,8.175833805,8.21872542,8.212132745,8.100559322,7.9198384,8.176812,-0.2569736,E
TSC1,tuberous sclerosis 1,7.135573546,7.199157622,6.855605405,7.040281405,7.2323485,7.363016546,7.272517025,7.387368077,7.0576544,7.3138123,-0.2561579,D
SYNJ2BP | COX16,synaptojanin 2 binding protein | COX16 cytochrome c oxidase assembly homolog (S. cerevisiae),6.952776201,7.265891604,7.187542623,7.244473902,7.527999269,7.490824191,7.22441701,7.431195744,7.162671,7.418609,-0.255938,D
RRP12,ribosomal RNA processing 12 homolog (S. cerevisiae),6.479098701,6.366047952,6.386724233,6.502204585,6.711253933,6.560168765,6.84757945,6.637059115,6.433519,6.6890154,-0.2554964,H
GM8587,predicted gene 8587,6.626012484,6.485129153,6.479244723,6.558708675,6.71866738,6.752862493,6.907148724,6.791167381,6.5372734,6.7924614,-0.255188,D
SERF1,small EDRK-rich factor 1,5.896014701,6.079438127,6.049496801,5.990116213,6.37372584,6.190578669,6.2027800299999996,6.264765934,6.003766,6.257962,-0.254196,D
CDKN2AIPNL,CDKN2A interacting protein N-terminal like,9.960776135,10.13126111,9.828304472,9.907688492,10.16724616,10.1293851,10.21976147,10.327897310000001,9.957007,10.211072,-0.254065,B
WDR36,WD repeat domain 36,8.114240199,8.288791198,7.959509554,8.294906138,8.363316057,8.380306924,8.527737037,8.401759597,8.164362,8.41828,-0.253918,G
PRICKLE1,prickle homolog 1 (Drosophila),6.391690927,6.403727002,6.158759608,6.225089929,6.37710997,6.520912326,6.583488187,6.708518032,6.294817,6.5475073,-0.2526903,G
NPHS2,"""nephrosis 2 homolog, podocin (human)""",6.503121379,6.169769006,6.28045171,6.213325826,6.478456928,6.461530291,6.542771931,6.691686934,6.291667,6.5436115,-0.2519445,C
SIPA1L2,signal-induced proliferation-associated 1 like 2,6.297597073,6.083088844,6.236539893,6.157688181,6.414324791,6.358752901,6.440148397,6.569265995,6.1937284,6.445623,-0.2518946,C
INPP4A,"""inositol polyphosphate-4-phosphatase, type I""",7.119437501,7.258836127,7.209866055,7.239186173,7.312458677,7.451116148,7.601643552,7.468525607,7.206832,7.458436,-0.251604,I
BAZ1A,bromodomain adjacent to zinc finger domain 1A,7.459759963,7.640964163,7.40637636,7.289188531,7.859569796,7.602299853,7.722088321,7.616767704,7.4490724,7.7001815,-0.2511091,G
MASP1 | GM6640,mannan-binding lectin serine peptidase 1 | predicted gene 6640,5.366899797,5.612376445,5.40216837,5.377600909,5.680347323,5.60833052,5.73188957,5.738463779,5.4397616,5.6897583,-0.2499967,F
B3GALT6,"""UDP-Gal:betaGal beta 1,3-galactosyltransferase, polypeptide 6""",5.37832859,5.551749303,5.402472745,5.55093083,5.735914779,5.520467661,5.774272322,5.852636224,5.470871,5.720823,-0.249952,F
ADAR,"""adenosine deaminase, RNA-specific""",8.024868998,8.264889989,7.928586567,8.091723223,8.247728538,8.274798919,8.464255098,8.321998318,8.0775175,8.327195,-0.2496775,I
STRN3,"""striatin, calmodulin binding protein 3""",8.545307842,8.740726191,8.66879667,8.759206518,9.059652609,8.908101244,8.88274371,8.861503572,8.678509,8.928,-0.249491,C
FANCL,"""Fanconi anemia, complementation group L""",7.222648042,7.326315212,7.044262031,7.22886127,7.362973331,7.346467825,7.542660242,7.566043984,7.2055216,7.4545364,-0.2490148,H
SLC25A25,"""solute carrier family 25 (mitochondrial carrier, phosphate carrier), member 25""",6.616071772,6.58620725,6.414519454,6.684584853,6.679170396,6.798104423,6.863463997,6.953469488,6.575346,6.823552,-0.248206,C
IPO9,importin 9,8.354443705,8.559048305,8.304106118,8.260032596,8.536710812,8.492869924,8.77600485,8.659349924,8.369408,8.616234,-0.246826,E
CANX,calnexin,10.60954367,10.77435577,10.4741878,10.51134594,10.92123065,10.84436151,10.90245844,10.68809346,10.592359,10.839035,-0.246676,H
MRPS25,mitochondrial ribosomal protein S25,6.356714878,6.53811724,6.4806519,6.712158068,6.852928417,6.802455616,6.652676606,6.765847761,6.5219107,6.768477,-0.2465663,J
RAG2,recombination activating gene 2,8.472018782,8.673204719,8.44356609,8.664198073,8.896807583,8.866471951,8.761727285,8.711277187,8.563248,8.809071,-0.245823,J
RASAL3 | A530088E08RIK,RAS protein activator like 3 | RIKEN cDNA A530088E08 gene,9.206166638,9.237320095,9.09082039,9.376453622,9.413815447,9.411989803,9.487463492,9.580596403,9.22769,9.473467,-0.245777,F
CD209D,CD209d antigen,5.303512457,5.491602995,5.352794754,5.153768851,5.663963339,5.450024604,5.597722814,5.56502521,5.32542,5.5691843,-0.2437643,E
ACAP3,"""ArfGAP with coiled-coil, ankyrin repeat and PH domains 3""",6.565679459,6.666399703,6.675708298,6.572512535,6.786939729,6.713281122,6.979571109,6.974963992,6.620075,6.8636894,-0.2436144,E
THNSL1,threonine synthase-like 1 (bacterial),5.550802286,5.632862027,5.680347691,5.595487213,5.905905662,5.792190384,5.875641891,5.858942593,5.614875,5.85817,-0.243295,I
ICMT | RNF207,isoprenylcysteine carboxyl methyltransferase | ring finger protein 207,6.857124357,6.919567692,6.842705191,7.10686177,7.115761417,7.228658548,7.128001939,7.222927977,6.9315643,7.1738377,-0.2422734,D
GEMIN5,gem (nuclear organelle) associated protein 5,7.391704829,7.520045108,7.218668643,7.351032963,7.607529169,7.612442579,7.575811674,7.647980535,7.3703628,7.610941,-0.2405782,G
BCL9,B-cell CLL/lymphoma 9,7.525525831,7.674554027,7.373958793,7.467332045,7.707136013,7.705875001,7.915831209,7.674333139,7.5103426,7.750794,-0.2404514,E
SRC,Rous sarcoma oncogene,6.648585516,6.574854791,6.571710948,6.843278552,6.845744213,6.947237371,6.903233621,6.902798021,6.6596074,6.8997536,-0.2401462,H
ALS2CL,ALS2 C-terminal like,5.419803593,5.570816596,5.424032711,5.539880081,5.673763615,5.660378311,5.717686076,5.861668471,5.488633,5.7283745,-0.2397415,A
SLC25A42,"""solute carrier family 25, member 42""",6.492058979,6.726562356,6.58289907,6.597733306,6.722038823,6.773345067,6.977970795,6.883158536,6.5998135,6.8391285,-0.239315,D
ONECUT2,"""one cut domain, family member 2""",5.692174456,5.354272461,5.519117919,5.484128786,5.906601208,5.734882251,5.685248003,5.672969679,5.5124235,5.749925,-0.2375015,G
LIG3 | RFFL,"""ligase III, DNA, ATP-dependent | ring finger and FYVE like domain containing protein""",7.170329166,7.291703919,6.978115814,7.010296005,7.205826355,7.354019385,7.416899514,7.423702084,7.112611,7.350112,-0.237501,A
GM9202,predicted gene 9202,6.424583489,6.704861327,6.646287215,6.587434356,6.8748328,6.847001002,6.758801815,6.829992142,6.5907917,6.827657,-0.2368653,G
GM98,predicted gene 98,5.96690296,5.792103317,5.764478515,5.84644554,5.904446227,6.121760149,6.249009975,6.042031773,5.8424826,6.0793123,-0.2368297,J
ZFP148,zinc finger protein 148,9.222883185,9.21009613,8.899543746,9.156178167,9.493837349,9.331929079,9.240086865,9.369876698,9.122175,9.3589325,-0.2367575,G
NUP85 | HMGB1,nucleoporin 85 | high mobility group box 1,7.351077102,7.122628467,7.096127127,7.28843188,7.483025725,7.294916863,7.432496811,7.594232605,7.2145658,7.451168,-0.2366022,D
NCOA7,nuclear receptor coactivator 7,6.683436422,6.855075124,6.698839614,6.589655005,6.944790868,6.973861535,6.917536286,6.936523015,6.7067513,6.943178,-0.2364267,C
SLC5A9,"""solute carrier family 5 (sodium/glucose cotransporter), member 9""",5.38400578,5.275621081,5.343223367,5.125742978,5.478930888,5.552563164,5.59688102,5.443122202,5.2821484,5.5178747,-0.2357263,H
PKD2L2 | FAM13B,"""polycystic kidney disease 2-like 2 | family with sequence similarity 13, member B""",8.262797252,8.367715313,8.192243811,8.009688887,8.536658948,8.365089157,8.427860747,8.443489658,8.208111,8.4432745,-0.2351635,G
ANKIB1,ankyrin repeat and IBR domain containing 1,8.243410749,8.423456582,8.087255077,8.307659658,8.57082088,8.401900353,8.483297011,8.545968509,8.265446,8.500497,-0.235051,C
ADRBK2,"""adrenergic receptor kinase, beta 2""",5.719341151,5.952140642,5.905051852,5.885318101,6.005711028,6.138929323,6.217203552,6.039064278,5.8654633,6.100227,-0.2347637,B
LRPPRC,leucine-rich PPR-motif containing,8.255713801,8.479359974,8.223610213,8.178600484,8.641317546,8.421073993,8.595287697,8.416549569,8.284321,8.518557,-0.234236,A
MBD3,methyl-CpG binding domain protein 3,8.1776383,8.109744093,8.148342825,8.338952524,8.477178945,8.267437241,8.465796716,8.500255304,8.193669,8.427667,-0.233998,D
SNAP91,synaptosomal-associated protein 91,6.716864001,6.714127571,6.547341601,6.540879532,6.853526051,6.696809826,6.910941714,6.993263351,6.6298037,6.863635,-0.2338313,E
UBXN4,UBX domain protein 4,8.979302025,9.210825295,8.965137696,9.206600744,9.336554962,9.2978659,9.426229113,9.234484153,9.0904665,9.323784,-0.2333175,C
TAF8,"""TAF8 RNA polymerase II, TATA box binding protein (TBP)-associated factorq""",7.698288428,7.904458871,7.748950334,7.733325024,7.977012927,7.898528322,8.014245663,8.124640712,7.7712555,8.003607,-0.2323515,F
E030030I06RIK,RIKEN cDNA E030030I06 gene,5.566318836,5.483751082,5.38980658,5.679054213,5.773196677,5.885881567,5.743648465,5.644270806,5.5297327,5.7617493,-0.2320166,I
RBM15B,RNA binding motif protein 15B,7.921495006,7.984996845,7.720659207,8.062204091,8.136455937,8.071746127,8.146803878,8.26003328,7.922339,8.15376,-0.231421,D
GM5512 | RMND1,required for meiotic nuclear division 1 pseudogene | required for meiotic nuclear division 1 homolog (S. cerevisiae),6.842209156,7.044637559,7.144805648,7.158980191,7.315157272,7.34751432,7.242918125,7.210553635,7.047658,7.279036,-0.231378,E
SFXN5,sideroflexin 5,6.416625479,6.333370343,6.516141817,6.503249522,6.582856271,6.684550348,6.856068996,6.570826906,6.442347,6.673576,-0.231229,F
ADAT1,"""adenosine deaminase, tRNA-specific 1""",5.299830097,5.322187786,5.033759641,5.205028866,5.4284442,5.311425548,5.583279921,5.462324218,5.2152014,5.4463687,-0.2311673,C
ST8SIA1,"""ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 1""",8.206130004,8.124533224,7.956763238,7.93067806,8.363851412,8.348772868,8.128283203,8.29951962,8.054526,8.285107,-0.230581,I
KCNA3,"""potassium voltage-gated channel, shaker-related subfamily, member 3""",8.120007891,8.16923813,8.043696873,7.954757023,8.2318026540000009,8.165331101,8.381162857,8.430331799,8.071925,8.302156,-0.230231,I
POMT2,protein-O-mannosyltransferase 2,6.649066394,6.742271534,6.570621805,6.654528265,6.740423966,6.833979983,7.016615441,6.942199113,6.654122,6.8833046,-0.2291826,D
MMP28 | 1700020L24RIK,matrix metallopeptidase 28 (epilysin) | RIKEN cDNA 1700020L24 gene,5.888974175,5.972465724,5.83566103,6.013795721,6.130037066,6.052364532,6.345500969,6.098966763,5.9277244,6.1567173,-0.2289929,J
MPA2L | GBP10 | EG634650 | GBP8,"""macrophage activation 2 like | guanylate-binding protein 10 | predicted gene, EG634650 | guanylate-binding protein 8""",8.946195981,9.0571838670000009,8.875126708,8.933267057,9.23526443,9.184711023,9.148438421,9.159165868,8.952943,9.181894,-0.228951,C
NEDD1,"""neural precursor cell expressed, developmentally down-regulated gene 1""",7.574158796,7.509351849,7.346655022,7.356690902,7.704471639,7.641176123,7.640215626,7.716519867,7.446714,7.6755958,-0.2288818,H
ATG2B,ATG2 autophagy related 2 homolog B (S. cerevisiae),7.054793194,7.234346554,6.944490276,7.080260934,7.162361978,7.276677981,7.441891046,7.347662911,7.078473,7.307149,-0.228676,E
OAS1G | OAS1A,2'-5' oligoadenylate synthetase 1G | 2'-5' oligoadenylate synthetase 1A,6.329256947,6.25946534,6.466393342,6.275437344,6.485883036,6.564990348,6.655300509,6.537940943,6.332638,6.5610289999999996,-0.228391,J
MRAS,muscle and microspikes RAS,6.224998026,6.456804631,6.271109748,6.487529958,6.56040307,6.483774383,6.757498881,6.552285442,6.3601103,6.5884905,-0.2283802,I
NIF3L1 | PPIL3,Ngg1 interacting factor 3-like 1 (S. pombe) | peptidylprolyl isomerase (cyclophilin)-like 3,7.286372659,7.482682742,7.30905057,7.436993004,7.679903307,7.588334308,7.622719647,7.536950874,7.3787746,7.606977,-0.2282024,G
TNPO2,"""transportin 2 (importin 3, karyopherin beta 2b)""",8.098269167,8.265868407,7.985150542,8.203619771,8.28491268,8.230888669,8.478309143,8.467663398,8.138227,8.365443,-0.227216,J
APOL9B | APOL9A,apolipoprotein L 9b | apolipoprotein L 9a,6.057225309,6.005353546,6.227161324,5.991717135,6.229216404,6.197984301,6.381742479,6.378685376,6.070364,6.296907,-0.226543,F
RNMTL1,RNA methyltransferase like 1,6.207808946,6.379796999,6.191019034,6.443342771,6.550103469,6.40770985,6.492178187,6.677817132,6.305492,6.531952,-0.22646,I
TMEM69,transmembrane protein 69,5.794180396,6.047466862,5.976495676,6.090992574,6.176850058,6.149258884,6.254234759,6.232875488,5.9772835,6.203305,-0.2260215,F
ZFP143,zinc finger protein 143,7.208509178,7.503572781,7.3673564,7.399834284,7.568220183,7.780216756,7.510440531,7.522918139,7.3698177,7.595449,-0.2256313,I
LCK,lymphocyte protein tyrosine kinase,11.29941176,11.41205853,11.35838619,11.38871412,11.5620665,11.50614801,11.59004524,11.70263981,11.364643,11.590225,-0.225582,D
4921530L21RIK,RIKEN cDNA 4921530L21 gene,3.15188756,3.009434629,3.125043661,3.083797414,3.457980436,3.332128453,3.146082256,3.33222611,3.092541,3.317104,-0.224563,B
NOL9,nucleolar protein 9,8.172036563,8.067155154,7.996206934,7.979924565,8.311598998,8.220461572,8.293349628,8.287655956,8.05383,8.278266,-0.224436,A
TCP1,t-complex protein 1,9.794150016,9.905554355,9.717594782,9.879906721,10.12912928,10.063115700000001,9.956221296,10.04422543,9.824302,10.048174,-0.223872,H
YTHDC2,YTH domain containing 2,5.765372901,5.616385156,5.58711805,5.603052475,6.005472535,5.823965994,5.829618781,5.808115111,5.642982,5.866793,-0.223811,F
GATAD1,GATA zinc finger domain containing 1,9.178519175,9.488549839,9.335375479,9.394543775,9.458402293,9.570382241,9.684147995,9.579024119,9.349247,9.572989,-0.223742,I
SLC20A1,"""solute carrier family 20, member 1""",8.573509892,8.466424893,8.588407073,8.478854324,8.803676646,8.687812235,8.603325281,8.906316277,8.526799,8.750282,-0.223483,G
