Name,Description,x,y,sample,value
KRT17,keratin 17,1,651,flight1,0.119191593
KRT17,keratin 17,2,651,flight2,0.077552059
KRT17,keratin 17,3,651,flight3,0.136175021
KRT17,keratin 17,4,651,flight4,0.01287834
KRT5,keratin 5,1,652,flight1,0.097926214
KRT5,keratin 5,2,652,flight2,0.038371314
KRT5,keratin 5,3,652,flight3,0.10544783
KRT5,keratin 5,4,652,flight4,0.04824623
KRTAP16-9,keratin associated protein 16-9,1,653,flight1,-0.096103623
KRTAP16-9,keratin associated protein 16-9,2,653,flight2,-0.055579008
KRTAP16-9,keratin associated protein 16-9,3,653,flight3,-0.088491883
KRTAP16-9,keratin associated protein 16-9,4,653,flight4,-0.027000939
KTELC1,KTEL (Lys-Tyr-Glu-Leu) containing 1,1,654,flight1,0.087065442
KTELC1,KTEL (Lys-Tyr-Glu-Leu) containing 1,2,654,flight2,0.046867555
KTELC1,KTEL (Lys-Tyr-Glu-Leu) containing 1,3,654,flight3,0.10597836
KTELC1,KTEL (Lys-Tyr-Glu-Leu) containing 1,4,654,flight4,0.02201699
KTN1,kinectin 1,1,655,flight1,-0.051592397
KTN1,kinectin 1,2,655,flight2,-0.060838592
KTN1,kinectin 1,3,655,flight3,-0.027675984
KTN1,kinectin 1,4,655,flight4,-0.057420104
KYNU,kynureninase (L-kynurenine hydrolase),1,656,flight1,0.096077251
KYNU,kynureninase (L-kynurenine hydrolase),2,656,flight2,0.031387298
KYNU,kynureninase (L-kynurenine hydrolase),3,656,flight3,0.104563657
KYNU,kynureninase (L-kynurenine hydrolase),4,656,flight4,0.026243126
L3MBTL3,l(3)mbt-like 3 (Drosophila),1,657,flight1,0.082333904
L3MBTL3,l(3)mbt-like 3 (Drosophila),2,657,flight2,0.030904451
L3MBTL3,l(3)mbt-like 3 (Drosophila),3,657,flight3,0.085581228
L3MBTL3,l(3)mbt-like 3 (Drosophila),4,657,flight4,0.034537255
LAD1,ladinin,1,658,flight1,0.053084015
LAD1,ladinin,2,658,flight2,0.066191542
LAD1,ladinin,3,658,flight3,0.099038966
LAD1,ladinin,4,658,flight4,0.023978703
LALBA,"""lactalbumin, alpha""",1,659,flight1,-0.11955571
LALBA,"""lactalbumin, alpha""",2,659,flight2,-0.075754287
LALBA,"""lactalbumin, alpha""",3,659,flight3,-0.126206551
LALBA,"""lactalbumin, alpha""",4,659,flight4,-0.13222084
LAMC3,laminin gamma 3,1,660,flight1,-0.11104942
LAMC3,laminin gamma 3,2,660,flight2,-0.043651151
LAMC3,laminin gamma 3,3,660,flight3,-0.079185984
LAMC3,laminin gamma 3,4,660,flight4,-0.052195927
LASP1,LIM and SH3 protein 1,1,661,flight1,0.04041648
LASP1,LIM and SH3 protein 1,2,661,flight2,0.021800479
LASP1,LIM and SH3 protein 1,3,661,flight3,0.066905807
LASP1,LIM and SH3 protein 1,4,661,flight4,0.03378339
LASS4,"""LAG1 homolog, ceramide synthase 4""",1,662,flight1,-0.019141248
LASS4,"""LAG1 homolog, ceramide synthase 4""",2,662,flight2,-0.02228144
LASS4,"""LAG1 homolog, ceramide synthase 4""",3,662,flight3,-0.042222136
LASS4,"""LAG1 homolog, ceramide synthase 4""",4,662,flight4,-0.044348397
LCK,lymphocyte protein tyrosine kinase,1,663,flight1,0.02509125
LCK,lymphocyte protein tyrosine kinase,2,663,flight2,0.015372133
LCK,lymphocyte protein tyrosine kinase,3,663,flight3,0.02000296
LCK,lymphocyte protein tyrosine kinase,4,663,flight4,0.017386278
LCN13,lipocalin 13,1,664,flight1,-0.079384141
LCN13,lipocalin 13,2,664,flight2,-0.067320611
LCN13,lipocalin 13,3,664,flight3,-0.081278888999999993
LCN13,lipocalin 13,4,664,flight4,-0.053527353
LCN3,lipocalin 3,1,665,flight1,-0.131454635
LCN3,lipocalin 3,2,665,flight2,-0.043475531
LCN3,lipocalin 3,3,665,flight3,-0.104821388
LCN3,lipocalin 3,4,665,flight4,-0.060904673
LCP1,lymphocyte cytosolic protein 1,1,666,flight1,0.05691142
LCP1,lymphocyte cytosolic protein 1,2,666,flight2,0.014748667
LCP1,lymphocyte cytosolic protein 1,3,666,flight3,0.059967417
LCP1,lymphocyte cytosolic protein 1,4,666,flight4,0.046169533
LCTL | ZWILCH,"""lactase-like | Zwilch, kinetochore associated, homolog (Drosophila)""",1,667,flight1,0.103562815
LCTL | ZWILCH,"""lactase-like | Zwilch, kinetochore associated, homolog (Drosophila)""",2,667,flight2,0.134817993
LCTL | ZWILCH,"""lactase-like | Zwilch, kinetochore associated, homolog (Drosophila)""",3,667,flight3,0.106077832
LCTL | ZWILCH,"""lactase-like | Zwilch, kinetochore associated, homolog (Drosophila)""",4,667,flight4,0.145068815
LDHA,lactate dehydrogenase A,1,668,flight1,0.067627638
LDHA,lactate dehydrogenase A,2,668,flight2,0.026563409
LDHA,lactate dehydrogenase A,3,668,flight3,0.025556801
LDHA,lactate dehydrogenase A,4,668,flight4,0.025588767
LDLR,low density lipoprotein receptor,1,669,flight1,0.089371955
LDLR,low density lipoprotein receptor,2,669,flight2,0.015764576
LDLR,low density lipoprotein receptor,3,669,flight3,0.05573973
LDLR,low density lipoprotein receptor,4,669,flight4,0.100196095
LDLRAD3,low density lipoprotein receptor class A domain containing 3,1,670,flight1,0.057379239
LDLRAD3,low density lipoprotein receptor class A domain containing 3,2,670,flight2,0.031103193
LDLRAD3,low density lipoprotein receptor class A domain containing 3,3,670,flight3,0.048090964
LDLRAD3,low density lipoprotein receptor class A domain containing 3,4,670,flight4,0.025834217
LGALS1,"""lectin, galactose binding, soluble 1""",1,671,flight1,0.097366665
LGALS1,"""lectin, galactose binding, soluble 1""",2,671,flight2,0.047423489
LGALS1,"""lectin, galactose binding, soluble 1""",3,671,flight3,0.073841734
LGALS1,"""lectin, galactose binding, soluble 1""",4,671,flight4,0.048258857
LGI2,"""leucine-rich repeat LGI family, member 2""",1,672,flight1,0.0814745
LGI2,"""leucine-rich repeat LGI family, member 2""",2,672,flight2,0.024767468
LGI2,"""leucine-rich repeat LGI family, member 2""",3,672,flight3,0.089132629
LGI2,"""leucine-rich repeat LGI family, member 2""",4,672,flight4,0.098446612
LGR6,leucine-rich repeat-containing G protein-coupled receptor 6,1,673,flight1,0.050868133
LGR6,leucine-rich repeat-containing G protein-coupled receptor 6,2,673,flight2,0.046750713
LGR6,leucine-rich repeat-containing G protein-coupled receptor 6,3,673,flight3,0.025326509
LGR6,leucine-rich repeat-containing G protein-coupled receptor 6,4,673,flight4,0.060019862
LIG3 | RFFL,"""ligase III, DNA, ATP-dependent | ring finger and FYVE like domain containing protein""",1,674,flight1,0.024459877
LIG3 | RFFL,"""ligase III, DNA, ATP-dependent | ring finger and FYVE like domain containing protein""",2,674,flight2,0.007946557
LIG3 | RFFL,"""ligase III, DNA, ATP-dependent | ring finger and FYVE like domain containing protein""",3,674,flight3,0.050610955
LIG3 | RFFL,"""ligase III, DNA, ATP-dependent | ring finger and FYVE like domain containing protein""",4,674,flight4,0.046232764
LIN7A,lin-7 homolog A (C. elegans),1,675,flight1,-0.049628835
LIN7A,lin-7 homolog A (C. elegans),2,675,flight2,-0.025352621
LIN7A,lin-7 homolog A (C. elegans),3,675,flight3,-0.039024374
LIN7A,lin-7 homolog A (C. elegans),4,675,flight4,-0.037323901
LMAN2L,"""lectin, mannose-binding 2-like""",1,676,flight1,0.07339662
LMAN2L,"""lectin, mannose-binding 2-like""",2,676,flight2,0.012174293
LMAN2L,"""lectin, mannose-binding 2-like""",3,676,flight3,0.056491653
LMAN2L,"""lectin, mannose-binding 2-like""",4,676,flight4,0.038794715
LOC641050,hypothetical protein LOC641050,1,677,flight1,-0.128137425
LOC641050,hypothetical protein LOC641050,2,677,flight2,-0.072699323
LOC641050,hypothetical protein LOC641050,3,677,flight3,-0.10435
LOC641050,hypothetical protein LOC641050,4,677,flight4,-0.093092328
LOC641089,similar to Ig heavy chain V region BCL1 precursor,1,678,flight1,-0.111390806
LOC641089,similar to Ig heavy chain V region BCL1 precursor,2,678,flight2,-0.104391473
LOC641089,similar to Ig heavy chain V region BCL1 precursor,3,678,flight3,-0.108139739
LOC641089,similar to Ig heavy chain V region BCL1 precursor,4,678,flight4,-0.125461487
LONRF2,LON peptidase N-terminal domain and ring finger 2,1,679,flight1,0.024092213
LONRF2,LON peptidase N-terminal domain and ring finger 2,2,679,flight2,0.082456
LONRF2,LON peptidase N-terminal domain and ring finger 2,3,679,flight3,0.058845639
LONRF2,LON peptidase N-terminal domain and ring finger 2,4,679,flight4,0.021206334
LRPPRC,leucine-rich PPR-motif containing,1,680,flight1,0.030855367
LRPPRC,leucine-rich PPR-motif containing,2,680,flight2,0.004601369
LRPPRC,leucine-rich PPR-motif containing,3,680,flight3,0.034624032
LRPPRC,leucine-rich PPR-motif containing,4,680,flight4,0.039907759
LRRC3,leucine rich repeat containing 3,1,681,flight1,-0.045702173
LRRC3,leucine rich repeat containing 3,2,681,flight2,-0.035792225
LRRC3,leucine rich repeat containing 3,3,681,flight3,-0.027000483
LRRC3,leucine rich repeat containing 3,4,681,flight4,-0.0123986
LRRC51,leucine rich repeat containing 51,1,682,flight1,0.06017483
LRRC51,leucine rich repeat containing 51,2,682,flight2,0.094741844
LRRC51,leucine rich repeat containing 51,3,682,flight3,0.038123192
LRRC51,leucine rich repeat containing 51,4,682,flight4,0.047374807
LRRC52,leucine rich repeat containing 52,1,683,flight1,-0.045165822
LRRC52,leucine rich repeat containing 52,2,683,flight2,-0.039847361
LRRC52,leucine rich repeat containing 52,3,683,flight3,-0.045010137
LRRC52,leucine rich repeat containing 52,4,683,flight4,-0.066843833
LRRC59,leucine rich repeat containing 59,1,684,flight1,0.062515404
LRRC59,leucine rich repeat containing 59,2,684,flight2,0.0204023
LRRC59,leucine rich repeat containing 59,3,684,flight3,0.056533778
LRRC59,leucine rich repeat containing 59,4,684,flight4,0.039010141
LRRN4,leucine rich repeat neuronal 4,1,685,flight1,0.152284497
LRRN4,leucine rich repeat neuronal 4,2,685,flight2,0.054167941
LRRN4,leucine rich repeat neuronal 4,3,685,flight3,0.122871957
LRRN4,leucine rich repeat neuronal 4,4,685,flight4,0.081472241
LSS,lanosterol synthase,1,686,flight1,0.064266639
LSS,lanosterol synthase,2,686,flight2,0.029218431
LSS,lanosterol synthase,3,686,flight3,0.04230557
LSS,lanosterol synthase,4,686,flight4,0.068910474
LUC7L,Luc7 homolog (S. cerevisiae)-like,1,687,flight1,0.053642867
LUC7L,Luc7 homolog (S. cerevisiae)-like,2,687,flight2,0.037135367
LUC7L,Luc7 homolog (S. cerevisiae)-like,3,687,flight3,0.029301069
LUC7L,Luc7 homolog (S. cerevisiae)-like,4,687,flight4,0.051930989
LY6G6F,"""lymphocyte antigen 6 complex, locus G6F""",1,688,flight1,-0.041405186
LY6G6F,"""lymphocyte antigen 6 complex, locus G6F""",2,688,flight2,-0.040565472
LY6G6F,"""lymphocyte antigen 6 complex, locus G6F""",3,688,flight3,-0.055200365
LY6G6F,"""lymphocyte antigen 6 complex, locus G6F""",4,688,flight4,-0.004173554
MAPK11,mitogen-activated protein kinase 11,1,689,flight1,0.052371331
MAPK11,mitogen-activated protein kinase 11,2,689,flight2,0.086035699
MAPK11,mitogen-activated protein kinase 11,3,689,flight3,0.099625952
MAPK11,mitogen-activated protein kinase 11,4,689,flight4,0.050031406
MARCH7,membrane-associated ring finger (C3HC4) 7,1,690,flight1,-0.073527762
MARCH7,membrane-associated ring finger (C3HC4) 7,2,690,flight2,-0.063968062
MARCH7,membrane-associated ring finger (C3HC4) 7,3,690,flight3,-0.042385043
MARCH7,membrane-associated ring finger (C3HC4) 7,4,690,flight4,-0.039901377
MARS2,methionine-tRNA synthetase 2 (mitochondrial),1,691,flight1,0.026404862
MARS2,methionine-tRNA synthetase 2 (mitochondrial),2,691,flight2,0.025934216
MARS2,methionine-tRNA synthetase 2 (mitochondrial),3,691,flight3,0.043765226
MARS2,methionine-tRNA synthetase 2 (mitochondrial),4,691,flight4,0.017309159
MASP1 | GM6640,mannan-binding lectin serine peptidase 1 | predicted gene 6640,1,692,flight1,0.056743799
MASP1 | GM6640,mannan-binding lectin serine peptidase 1 | predicted gene 6640,2,692,flight2,0.013600201
MASP1 | GM6640,mannan-binding lectin serine peptidase 1 | predicted gene 6640,3,692,flight3,0.050545193
MASP1 | GM6640,mannan-binding lectin serine peptidase 1 | predicted gene 6640,4,692,flight4,0.054863032
MAT2A,"""methionine adenosyltransferase II, alpha""",1,693,flight1,0.048542301
MAT2A,"""methionine adenosyltransferase II, alpha""",2,693,flight2,0.037593786
MAT2A,"""methionine adenosyltransferase II, alpha""",3,693,flight3,0.028267223
MAT2A,"""methionine adenosyltransferase II, alpha""",4,693,flight4,0.050691122
MBD1,methyl-CpG binding domain protein 1,1,694,flight1,0.013069297
MBD1,methyl-CpG binding domain protein 1,2,694,flight2,0.007431364
MBD1,methyl-CpG binding domain protein 1,3,694,flight3,0.023005046
MBD1,methyl-CpG binding domain protein 1,4,694,flight4,0.007001314
MBD3,methyl-CpG binding domain protein 3,1,695,flight1,0.029667606
MBD3,methyl-CpG binding domain protein 3,2,695,flight2,0.037723715
MBD3,methyl-CpG binding domain protein 3,3,695,flight3,0.033143713
MBD3,methyl-CpG binding domain protein 3,4,695,flight4,0.010526576
MCM2,minichromosome maintenance deficient 2 mitotin (S. cerevisiae),1,696,flight1,0.034534566
MCM2,minichromosome maintenance deficient 2 mitotin (S. cerevisiae),2,696,flight2,0.014109752
MCM2,minichromosome maintenance deficient 2 mitotin (S. cerevisiae),3,696,flight3,0.080751622
MCM2,minichromosome maintenance deficient 2 mitotin (S. cerevisiae),4,696,flight4,0.053315919
MCOLN3,mucolipin 3,1,697,flight1,0.148414297
MCOLN3,mucolipin 3,2,697,flight2,0.078908632
MCOLN3,mucolipin 3,3,697,flight3,0.143946201
MCOLN3,mucolipin 3,4,697,flight4,0.034326122
MDM2,transformed mouse 3T3 cell double minute 2,1,698,flight1,0.036612775
MDM2,transformed mouse 3T3 cell double minute 2,2,698,flight2,0.009070801
MDM2,transformed mouse 3T3 cell double minute 2,3,698,flight3,0.026992771
MDM2,transformed mouse 3T3 cell double minute 2,4,698,flight4,0.02240174
MDN1,midasin homolog (yeast),1,699,flight1,0.036886355
MDN1,midasin homolog (yeast),2,699,flight2,0.040187174
MDN1,midasin homolog (yeast),3,699,flight3,0.081776491
MDN1,midasin homolog (yeast),4,699,flight4,0.124248316
ME1,"""malic enzyme 1, NADP(+)-dependent, cytosolic""",1,700,flight1,0.141055443
ME1,"""malic enzyme 1, NADP(+)-dependent, cytosolic""",2,700,flight2,0.117520369
ME1,"""malic enzyme 1, NADP(+)-dependent, cytosolic""",3,700,flight3,0.05727303
ME1,"""malic enzyme 1, NADP(+)-dependent, cytosolic""",4,700,flight4,0.154659838
MEAF6,MYST/Esa1-associated factor 6,1,701,flight1,0.036074028
MEAF6,MYST/Esa1-associated factor 6,2,701,flight2,0.028776647
MEAF6,MYST/Esa1-associated factor 6,3,701,flight3,0.046997117
MEAF6,MYST/Esa1-associated factor 6,4,701,flight4,0.048992712
MECR,mitochondrial trans-2-enoyl-CoA reductase,1,702,flight1,0.11762220600000001
MECR,mitochondrial trans-2-enoyl-CoA reductase,2,702,flight2,0.058730743
MECR,mitochondrial trans-2-enoyl-CoA reductase,3,702,flight3,0.095966368
MECR,mitochondrial trans-2-enoyl-CoA reductase,4,702,flight4,0.034350761
MED21,mediator complex subunit 21,1,703,flight1,0.112012301
MED21,mediator complex subunit 21,2,703,flight2,0.031131369
MED21,mediator complex subunit 21,3,703,flight3,0.050604855
MED21,mediator complex subunit 21,4,703,flight4,0.055312854
MED28,"""mediator of RNA polymerase II transcription, subunit 28 homolog (yeast)""",1,704,flight1,0.090548488
MED28,"""mediator of RNA polymerase II transcription, subunit 28 homolog (yeast)""",2,704,flight2,0.052966627
MED28,"""mediator of RNA polymerase II transcription, subunit 28 homolog (yeast)""",3,704,flight3,0.086473433
MED28,"""mediator of RNA polymerase II transcription, subunit 28 homolog (yeast)""",4,704,flight4,0.046657521
MESP1,mesoderm posterior 1,1,705,flight1,0.052013899
MESP1,mesoderm posterior 1,2,705,flight2,0.035700539
MESP1,mesoderm posterior 1,3,705,flight3,0.03996428
MESP1,mesoderm posterior 1,4,705,flight4,0.045166745
METT10D,methyltransferase 10 domain containing,1,706,flight1,0.075439065
METT10D,methyltransferase 10 domain containing,2,706,flight2,0.025291861
METT10D,methyltransferase 10 domain containing,3,706,flight3,0.079250716
METT10D,methyltransferase 10 domain containing,4,706,flight4,0.041167906
METTL1,methyltransferase like 1,1,707,flight1,0.094342143
METTL1,methyltransferase like 1,2,707,flight2,0.066827866
METTL1,methyltransferase like 1,3,707,flight3,0.11324131899999999
METTL1,methyltransferase like 1,4,707,flight4,0.085713158
METTL2,methyltransferase like 2,1,708,flight1,0.051522585
METTL2,methyltransferase like 2,2,708,flight2,0.04216178
METTL2,methyltransferase like 2,3,708,flight3,0.088765345
METTL2,methyltransferase like 2,4,708,flight4,0.03935554
MFI2,antigen p97 (melanoma associated) identified by monoclonal antibodies 133.2 and 96.5,1,709,flight1,-0.120652714
MFI2,antigen p97 (melanoma associated) identified by monoclonal antibodies 133.2 and 96.5,2,709,flight2,-0.06067521
MFI2,antigen p97 (melanoma associated) identified by monoclonal antibodies 133.2 and 96.5,3,709,flight3,-0.13918264
MFI2,antigen p97 (melanoma associated) identified by monoclonal antibodies 133.2 and 96.5,4,709,flight4,-0.060365872
MFSD4,major facilitator superfamily domain containing 4,1,710,flight1,-0.041982538
MFSD4,major facilitator superfamily domain containing 4,2,710,flight2,-0.012062264
MFSD4,major facilitator superfamily domain containing 4,3,710,flight3,-0.042073909
MFSD4,major facilitator superfamily domain containing 4,4,710,flight4,-0.038463498
MICALL1,"""microtubule associated monoxygenase, calponin and LIM domain containing -like 1""",1,711,flight1,0.065240164
MICALL1,"""microtubule associated monoxygenase, calponin and LIM domain containing -like 1""",2,711,flight2,0.020682353
MICALL1,"""microtubule associated monoxygenase, calponin and LIM domain containing -like 1""",3,711,flight3,0.046186032
MICALL1,"""microtubule associated monoxygenase, calponin and LIM domain containing -like 1""",4,711,flight4,0.027850349
MINK1,misshapen-like kinase 1 (zebrafish),1,712,flight1,0.014600028
MINK1,misshapen-like kinase 1 (zebrafish),2,712,flight2,0.02713135
MINK1,misshapen-like kinase 1 (zebrafish),3,712,flight3,0.036816635
MINK1,misshapen-like kinase 1 (zebrafish),4,712,flight4,0.018758945
MIPEP,mitochondrial intermediate peptidase,1,713,flight1,0.078225587
MIPEP,mitochondrial intermediate peptidase,2,713,flight2,0.035984026
MIPEP,mitochondrial intermediate peptidase,3,713,flight3,0.066422931
MIPEP,mitochondrial intermediate peptidase,4,713,flight4,0.033601534
MIR10B,microRNA 10b,1,714,flight1,-0.051860383
MIR10B,microRNA 10b,2,714,flight2,-0.023642516
MIR10B,microRNA 10b,3,714,flight3,-0.085553736
MIR10B,microRNA 10b,4,714,flight4,-0.089557607
MIR191,microRNA 191,1,715,flight1,-0.097568538
MIR191,microRNA 191,2,715,flight2,-0.052286141
MIR191,microRNA 191,3,715,flight3,-0.131952107
MIR191,microRNA 191,4,715,flight4,-0.048003913
MIR302D,microRNA 302d,1,716,flight1,-0.135226312
MIR302D,microRNA 302d,2,716,flight2,-0.040427866
MIR302D,microRNA 302d,3,716,flight3,-0.079576436
MIR302D,microRNA 302d,4,716,flight4,-0.066312022
MIR363,microRNA 363,1,717,flight1,0.114821136
MIR363,microRNA 363,2,717,flight2,0.191280451
MIR363,microRNA 363,3,717,flight3,0.017470311
MIR363,microRNA 363,4,717,flight4,0.133951043
MIR500,microRNA 500,1,718,flight1,-0.08365785
MIR500,microRNA 500,2,718,flight2,-0.035113516
MIR500,microRNA 500,3,718,flight3,-0.069654833
MIR500,microRNA 500,4,718,flight4,-0.047036606
MIR539,microRNA 539,1,719,flight1,-0.117512497
MIR539,microRNA 539,2,719,flight2,-0.032273315
MIR539,microRNA 539,3,719,flight3,-0.109442915
MIR539,microRNA 539,4,719,flight4,-0.043932145
MIR541,microRNA 541,1,720,flight1,0.046019258
MIR541,microRNA 541,2,720,flight2,0.019719512
MIR541,microRNA 541,3,720,flight3,0.045416095
MIR541,microRNA 541,4,720,flight4,0.025163311
MIR708,microRNA 708,1,721,flight1,-0.10137178
MIR708,microRNA 708,2,721,flight2,-0.060207894
MIR708,microRNA 708,3,721,flight3,-0.18165078
MIR708,microRNA 708,4,721,flight4,-0.060696268
MIRHG1,microRNA host gene 1 (non-protein coding),1,722,flight1,0.054327049
MIRHG1,microRNA host gene 1 (non-protein coding),2,722,flight2,0.058528347
MIRHG1,microRNA host gene 1 (non-protein coding),3,722,flight3,0.023701249
MIRHG1,microRNA host gene 1 (non-protein coding),4,722,flight4,0.103976451
MIRLET7B,microRNA let7b,1,723,flight1,-0.088840098
MIRLET7B,microRNA let7b,2,723,flight2,-0.029817514
MIRLET7B,microRNA let7b,3,723,flight3,-0.062104416
MIRLET7B,microRNA let7b,4,723,flight4,-0.051159379
MIRLET7C-2,microRNA let7c-2,1,724,flight1,-0.08094702
MIRLET7C-2,microRNA let7c-2,2,724,flight2,-0.068185762
MIRLET7C-2,microRNA let7c-2,3,724,flight3,-0.072230398
MIRLET7C-2,microRNA let7c-2,4,724,flight4,-0.018461619
MLEC,malectin,1,725,flight1,0.062666233
MLEC,malectin,2,725,flight2,0.026389166
MLEC,malectin,3,725,flight3,0.067591692
MLEC,malectin,4,725,flight4,0.025957935
MLLT3,"""myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila); translocated to, 3""",1,726,flight1,0.051250928
MLLT3,"""myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila); translocated to, 3""",2,726,flight2,0.02117548
MLLT3,"""myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila); translocated to, 3""",3,726,flight3,0.04541732
MLLT3,"""myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila); translocated to, 3""",4,726,flight4,0.038347623
MLXIPL,MLX interacting protein-like,1,727,flight1,0.102958014
MLXIPL,MLX interacting protein-like,2,727,flight2,0.086660192
MLXIPL,MLX interacting protein-like,3,727,flight3,0.051550186
MLXIPL,MLX interacting protein-like,4,727,flight4,0.103469027
MMAA,methylmalonic aciduria (cobalamin deficiency) type A,1,728,flight1,0.123714617
MMAA,methylmalonic aciduria (cobalamin deficiency) type A,2,728,flight2,0.066179963
MMAA,methylmalonic aciduria (cobalamin deficiency) type A,3,728,flight3,0.068748817
MMAA,methylmalonic aciduria (cobalamin deficiency) type A,4,728,flight4,0.086259613
MMD,monocyte to macrophage differentiation-associated,1,729,flight1,0.160021596
MMD,monocyte to macrophage differentiation-associated,2,729,flight2,0.077256806
MMD,monocyte to macrophage differentiation-associated,3,729,flight3,0.09273411
MMD,monocyte to macrophage differentiation-associated,4,729,flight4,0.105621934
MMP28 | 1700020L24RIK,matrix metallopeptidase 28 (epilysin) | RIKEN cDNA 1700020L24 gene,1,730,flight1,0.043487968
MMP28 | 1700020L24RIK,matrix metallopeptidase 28 (epilysin) | RIKEN cDNA 1700020L24 gene,2,730,flight2,0.029926918
MMP28 | 1700020L24RIK,matrix metallopeptidase 28 (epilysin) | RIKEN cDNA 1700020L24 gene,3,730,flight3,0.052147314
MMP28 | 1700020L24RIK,matrix metallopeptidase 28 (epilysin) | RIKEN cDNA 1700020L24 gene,4,730,flight4,0.023213926
MMP9,matrix metallopeptidase 9,1,731,flight1,0.138058479
MMP9,matrix metallopeptidase 9,2,731,flight2,0.034206032
MMP9,matrix metallopeptidase 9,3,731,flight3,0.129836457
MMP9,matrix metallopeptidase 9,4,731,flight4,0.065429425
MOBKL1A,"""MOB1, Mps One Binder kinase activator-like 1A (yeast)""",1,732,flight1,0.049935588
MOBKL1A,"""MOB1, Mps One Binder kinase activator-like 1A (yeast)""",2,732,flight2,0.014175197
MOBKL1A,"""MOB1, Mps One Binder kinase activator-like 1A (yeast)""",3,732,flight3,0.061993414
MOBKL1A,"""MOB1, Mps One Binder kinase activator-like 1A (yeast)""",4,732,flight4,0.040104205
MON1B | SYCE1L,MON1 homolog b (yeast) | synaptonemal complex central element protein 1 like,1,733,flight1,0.045497959
MON1B | SYCE1L,MON1 homolog b (yeast) | synaptonemal complex central element protein 1 like,2,733,flight2,0.012885016
MON1B | SYCE1L,MON1 homolog b (yeast) | synaptonemal complex central element protein 1 like,3,733,flight3,0.059330946
MON1B | SYCE1L,MON1 homolog b (yeast) | synaptonemal complex central element protein 1 like,4,733,flight4,0.023894446
MORC4,microrchidia 4,1,734,flight1,0.159317608
MORC4,microrchidia 4,2,734,flight2,0.060702502
MORC4,microrchidia 4,3,734,flight3,0.107132487
MORC4,microrchidia 4,4,734,flight4,0.09219014
MPA2L | GBP10 | EG634650 | GBP8,"""macrophage activation 2 like | guanylate-binding protein 10 | predicted gene, EG634650 | guanylate-binding protein 8""",1,735,flight1,0.025669869
MPA2L | GBP10 | EG634650 | GBP8,"""macrophage activation 2 like | guanylate-binding protein 10 | predicted gene, EG634650 | guanylate-binding protein 8""",2,735,flight2,0.01358218
MPA2L | GBP10 | EG634650 | GBP8,"""macrophage activation 2 like | guanylate-binding protein 10 | predicted gene, EG634650 | guanylate-binding protein 8""",3,735,flight3,0.033410023
MPA2L | GBP10 | EG634650 | GBP8,"""macrophage activation 2 like | guanylate-binding protein 10 | predicted gene, EG634650 | guanylate-binding protein 8""",4,735,flight4,0.027077958
MPHOSPH10,M-phase phosphoprotein 10 (U3 small nucleolar ribonucleoprotein),1,736,flight1,0.09811457
MPHOSPH10,M-phase phosphoprotein 10 (U3 small nucleolar ribonucleoprotein),2,736,flight2,0.026447744
MPHOSPH10,M-phase phosphoprotein 10 (U3 small nucleolar ribonucleoprotein),3,736,flight3,0.070840555
MPHOSPH10,M-phase phosphoprotein 10 (U3 small nucleolar ribonucleoprotein),4,736,flight4,0.03383114
MRAS,muscle and microspikes RAS,1,737,flight1,0.055170828
MRAS,muscle and microspikes RAS,2,737,flight2,0.019987259
MRAS,muscle and microspikes RAS,3,737,flight3,0.048171998
MRAS,muscle and microspikes RAS,4,737,flight4,0.015323774
MREG,melanoregulin,1,738,flight1,0.081224628
MREG,melanoregulin,2,738,flight2,0.051095929
MREG,melanoregulin,3,738,flight3,0.085406321
MREG,melanoregulin,4,738,flight4,0.022009733
MRP63,mitochondrial ribosomal protein 63,1,739,flight1,0.076497729
MRP63,mitochondrial ribosomal protein 63,2,739,flight2,0.023483911
MRP63,mitochondrial ribosomal protein 63,3,739,flight3,0.051616723
MRP63,mitochondrial ribosomal protein 63,4,739,flight4,0.02097445
MRPL1,mitochondrial ribosomal protein L1,1,740,flight1,0.019788392
MRPL1,mitochondrial ribosomal protein L1,2,740,flight2,0.017530464
MRPL1,mitochondrial ribosomal protein L1,3,740,flight3,0.010026828
MRPL1,mitochondrial ribosomal protein L1,4,740,flight4,0.01712458
MRPL15,mitochondrial ribosomal protein L15,1,741,flight1,0.084593698
MRPL15,mitochondrial ribosomal protein L15,2,741,flight2,0.045385496
MRPL15,mitochondrial ribosomal protein L15,3,741,flight3,0.064175011
MRPL15,mitochondrial ribosomal protein L15,4,741,flight4,0.042740721
MRPL19 | AW146020,mitochondrial ribosomal protein L19 | expressed sequence AW146020,1,742,flight1,0.062368198
MRPL19 | AW146020,mitochondrial ribosomal protein L19 | expressed sequence AW146020,2,742,flight2,0.028559786
MRPL19 | AW146020,mitochondrial ribosomal protein L19 | expressed sequence AW146020,3,742,flight3,0.100496868
MRPL19 | AW146020,mitochondrial ribosomal protein L19 | expressed sequence AW146020,4,742,flight4,0.037027606
MRPL38,mitochondrial ribosomal protein L38,1,743,flight1,0.104451025
